# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/home/edu/mapping/Ath_TAIR10_genome/Arabidopsis_thaliana.TAIR10.52.gtf" "-o" "2022_03_04_feature_counts_gene_hisat2.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "GFP-BRC1-2_hisat2_sorted.bam" "GFP-BRC1-4_hisat2_sorted.bam" "GFP-BRC1-5_hisat2_sorted.bam" "brc1-2-12_hisat2_sorted.bam" "brc1-2-6_hisat2_sorted.bam" "brc1-2-7_hisat2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	GFP-BRC1-2_hisat2_sorted.bam	GFP-BRC1-4_hisat2_sorted.bam	GFP-BRC1-5_hisat2_sorted.bam	brc1-2-12_hisat2_sorted.bam	brc1-2-6_hisat2_sorted.bam	brc1-2-7_hisat2_sorted.bam
AT4G05390	4	2738531	2740927	-	2397	2752	3297	5029	8298	6457	4511
AT4G05400	4	2741124	2742949	+	1826	1504	1469	1973	1262	2038	1219
AT4G05155	4	2742346	2742762	-	417	106	96	127	85	126	88
AT4G05410	4	2742932	2745635	-	2704	2747	2352	3968	2182	3581	2138
AT4G05420	4	2746114	2753014	+	6901	3363	2497	4441	3411	4372	2751
AT4G05430	4	2753124	2754586	+	1463	21	20	18	14	43	15
AT4G05440	4	2757163	2758585	+	1423	1114	1072	1728	1047	1563	879
AT4G05450	4	2758643	2760912	+	2270	804	860	1151	761	1068	741
AT4G05460	4	2760502	2762445	-	1944	827	815	1179	794	1161	724
AT4G05470	4	2763211	2765351	-	2141	1	0	1	4	0	0
AT4G05475	4	2765962	2767957	-	1996	0	1	1	3	2	0
AT4G05490	4	2771044	2772252	-	1209	1	1	2	3	3	1
AT4G05497	4	2777723	2778839	-	1117	7	2	8	6	7	9
AT4G05508	4	2789656	2789741	-	86	0	0	0	0	0	0
AT4G05520	4	2804403	2808015	+	3613	1298	1127	1414	887	1457	994
AT4G05523	4	2808054	2809025	-	972	3	7	5	0	2	1
AT4G05530	4	2816317	2818518	+	2202	1101	1173	1717	1266	1720	935
AT4G05540	4	2818521	2821065	-	2545	0	0	2	5	0	1
AT4G05553	4	2826047	2826659	+	613	0	0	0	0	0	0
AT4G05555	4	2845303	2848125	-	2823	0	0	0	0	0	0
AT4G05590	4	2907012	2908631	+	1620	126	157	246	300	337	211
AT4G05612	4	2959094	2963744	+	4651	0	0	0	0	0	0
AT4G05620	4	2985051	2985449	-	399	0	0	0	0	0	0
AT4G05630	4	2988448	2988822	-	375	0	0	0	0	0	0
AT4G05631	4	2990006	2992618	-	2613	150	129	201	151	225	180
AT4G05632	4	3001664	3002411	+	748	0	0	0	0	0	0
AT4G06479	4	3067503	3068769	+	1267	0	0	0	0	0	0
AT4G06490	4	3116894	3117334	+	441	0	0	0	0	0	0
AT4G06526	4	3318302	3320945	-	2644	0	0	0	0	0	0
AT4G06534	4	3356535	3358162	+	1628	76	72	142	167	212	102
AT4G06536	4	3360719	3361516	+	798	44	24	65	104	112	44
AT4G06639	4	3523431	3523937	-	507	0	0	0	0	0	0
AT4G06583	4	3576112	3576681	+	570	0	0	0	0	0	0
AT4G06598	4	3663328	3664857	+	1530	249	182	319	237	306	154
AT4G06599	4	3665925	3667547	-	1623	1041	883	1445	1069	1335	914
AT4G05205	4	3758734	3759286	-	553	0	0	0	0	0	0
AT4G06643	4	3758957	3759880	+	924	0	0	0	1	0	0
AT4G06634	4	3764241	3766671	-	2431	884	847	1218	783	1091	681
AT4G06655	4	3880990	3881431	-	442	0	0	0	0	0	0
AT4G06676	4	3898811	3901990	+	3180	482	396	652	550	663	391
AT4G06688	4	3920693	3924437	+	3745	0	0	1	0	0	0
AT4G06701	4	3939266	3940797	-	1532	194	180	215	172	276	165
AT4G06744	4	4070549	4072470	-	1922	2435	2283	3954	1025	1173	724
AT4G06746	4	4073717	4074735	-	1019	78	154	262	568	285	205
AT4G07325	4	4164954	4165570	-	617	0	0	0	0	0	0
AT4G07350	4	4172609	4175227	-	2619	0	0	0	0	0	1
AT4G07380	4	4192429	4193016	-	588	0	0	0	0	0	0
AT4G07390	4	4195564	4197571	+	2008	1453	1337	2067	1570	2023	1267
AT4G07400	4	4197666	4199511	-	1846	240	210	383	263	318	205
AT4G07410	4	4200506	4205356	-	4851	5350	4597	7836	4857	6866	4171
AT4G07408	4	4200595	4201226	+	632	5	4	11	3	9	0
AT4G07445	4	4265751	4266300	+	550	0	0	0	0	0	0
AT4G07455	4	4311373	4311961	+	589	252	231	308	235	366	224
AT4G07515	4	4314957	4315510	-	554	0	0	0	0	0	0
AT4G07524	4	4345348	4345975	-	628	0	0	0	0	0	0
AT4G07526	4	4358652	4360161	-	1510	0	0	0	0	0	0
AT4G07666	4	4456702	4458842	-	2141	0	0	0	0	0	0
AT4G07670	4	4462911	4464347	+	1437	1	0	0	0	1	1
AT4G07675	4	4466013	4467147	-	1135	0	0	0	0	0	0
AT4G07740	4	4539638	4540682	+	1045	0	0	0	0	1	0
AT4G05215	4	4620776	4621090	-	315	0	1	0	0	0	0
AT4G07820	4	4636624	4637450	-	827	20	31	49	75	39	34
AT4G05225	4	4641102	4641967	-	866	0	0	0	0	1	0
AT4G07825	4	4643747	4645338	+	1592	1328	1204	1954	1552	1899	1206
AT4G07835	4	4659714	4660348	+	635	0	0	1	0	0	0
AT4G05235	4	4659865	4660254	-	390	0	0	1	0	0	0
AT4G05245	4	4667745	4668362	-	618	0	0	0	0	0	0
AT4G07868	4	4691762	4692653	+	892	0	0	0	0	0	0
AT4G07932	4	4732198	4733424	+	1227	0	0	0	0	0	0
AT4G05255	4	4790903	4791176	+	274	1	0	0	1	3	0
AT4G07940	4	4792453	4794109	+	1657	10	5	15	1	13	5
AT4G05275	4	4796764	4797004	-	241	0	0	0	1	2	1
AT4G07950	4	4797841	4799795	+	1955	378	363	557	385	550	362
AT4G07960	4	4802253	4805647	-	3395	224	194	295	281	487	220
AT4G07965	4	4808635	4809352	+	718	0	1	1	1	0	0
AT4G07990	4	4824624	4829167	-	4544	833	853	1179	1020	1138	703
AT4G05285	4	4824699	4825139	+	441	15	14	11	16	10	6
AT4G05295	4	4841574	4842389	-	816	0	0	3	1	6	0
AT4G07995	4	4842688	4843814	-	1127	16	5	16	38	69	36
AT4G08025	4	4846798	4847379	+	582	0	0	0	0	0	0
AT4G08028	4	4851530	4851882	+	353	0	0	0	0	0	0
AT4G08035	4	4866554	4868343	+	1790	1305	1141	1726	1082	1495	925
AT4G08039	4	4884848	4886035	-	1188	0	0	0	0	0	0
AT4G08040	4	4886962	4889224	+	2263	130	167	316	473	359	253
AT4G05305	4	4889421	4889914	+	494	0	0	0	0	0	0
AT4G05315	4	4971300	4971726	+	427	4	1	3	8	9	9
AT4G05335	4	4971524	4971907	-	384	3	2	4	6	9	8
AT4G08097	4	5004096	5005932	+	1837	0	0	0	0	0	0
AT4G08116	4	5020237	5020486	-	250	0	0	0	0	0	0
AT4G05355	4	5122215	5122841	-	627	0	0	0	0	0	0
AT4G08140	4	5135673	5136140	+	468	1	0	0	1	0	0
AT4G08150	4	5147699	5151159	-	3461	525	487	630	239	658	363
AT4G05365	4	5156471	5156884	-	414	1	1	3	0	2	0
AT4G05375	4	5157396	5157671	+	276	0	1	0	0	0	0
AT4G05385	4	5157432	5157637	-	206	0	1	0	0	0	0
AT4G08160	4	5159033	5162867	-	3835	179	146	267	214	336	168
AT4G08170	4	5163220	5167192	-	3973	897	896	1276	771	888	522
AT4G08180	4	5169459	5174107	+	4649	1624	1452	2581	2141	2136	1344
AT4G08190	4	5174523	5175476	-	954	0	0	0	1	0	0
AT4G08210	4	5183110	5185906	-	2797	126	92	168	91	135	101
AT4G08230	4	5187785	5189794	-	2010	585	623	1006	1031	994	695
AT4G08240	4	5194657	5196763	+	2107	260	255	432	343	455	281
AT4G08250	4	5196787	5198238	+	1452	28	21	42	28	51	17
AT4G08260	4	5200847	5202034	+	1188	0	0	0	0	0	0
AT4G08263	4	5211604	5212137	-	534	1	1	2	0	1	1
AT4G08267	4	5216854	5217697	+	844	0	0	0	0	0	0
AT4G08270	4	5218105	5218404	+	300	0	0	0	0	0	0
AT4G08280	4	5230245	5232196	+	1952	1256	1159	1710	1287	1726	1114
AT4G08290	4	5238773	5241112	+	2340	319	295	505	520	842	505
AT4G08300	4	5244865	5248394	+	3530	302	297	640	731	991	595
AT4G08310	4	5248806	5252327	-	3522	1972	1924	2665	1536	2373	1490
AT4G08320	4	5252640	5255200	+	2561	831	869	1312	1065	1203	772
AT4G05395	4	5254688	5254959	-	272	234	264	378	297	303	199
AT4G08330	4	5255120	5256778	-	1659	326	338	501	349	465	256
AT4G05405	4	5255757	5256393	+	637	22	25	31	21	35	19
AT4G08345	4	5268128	5268213	-	86	0	0	0	0	0	0
AT4G08350	4	5286158	5292270	+	6113	4238	3374	5982	4049	5384	3254
AT4G05415	4	5292626	5292820	-	195	0	0	0	0	0	0
AT4G08360	4	5295756	5297084	+	1329	0	10	2	0	3	1
AT4G05425	4	5299016	5299363	+	348	10	7	15	6	6	1
AT4G05435	4	5299266	5299471	-	206	5	5	6	3	3	0
AT4G08370	4	5301962	5303314	-	1353	1	0	1	3	3	6
AT4G08380	4	5311093	5312406	-	1314	297	133	436	559	262	315
AT4G08390	4	5314871	5317963	+	3093	5525	5074	7198	5865	5661	5058
AT4G05445	4	5318175	5318441	-	267	0	0	2	1	0	0
AT4G08395	4	5319634	5320712	+	1079	36	13	63	75	45	43
AT4G05455	4	5321227	5321643	+	417	0	0	0	0	0	0
AT4G08400	4	5323606	5325374	-	1769	24	10	43	258	383	216
AT4G08406	4	5331769	5331909	-	141	0	0	0	0	0	0
AT4G08410	4	5338819	5341209	-	2391	36	17	41	307	561	276
AT4G08430	4	5347396	5350436	-	3041	0	0	0	0	0	0
AT4G05465	4	5353044	5353365	-	322	0	0	0	0	0	0
AT4G05485	4	5364659	5364950	+	292	0	0	0	0	0	0
AT4G08450	4	5365501	5371211	+	5711	26	18	44	38	46	24
AT4G05525	4	5372082	5372568	-	487	5	5	2	7	10	4
AT4G05535	4	5374079	5375266	-	1188	8	7	13	12	7	6
AT4G08455	4	5375714	5376922	+	1209	243	232	342	257	313	197
AT4G08460	4	5377064	5380882	-	3819	2092	2050	3125	2044	2858	1827
AT4G08470	4	5383688	5387260	-	3573	623	511	968	1249	1289	969
AT4G05545	4	5387321	5387565	+	245	0	0	2	1	3	0
AT4G08480	4	5387351	5391575	-	4225	546	372	764	783	939	565
AT4G08485	4	5394425	5394782	-	358	0	0	0	0	0	0
AT4G08500	4	5403671	5407320	-	3650	1262	1121	1847	1624	1796	1016
AT4G08510	4	5410253	5413453	+	3201	823	739	1187	677	1006	552
AT4G08520	4	5417209	5420639	+	3431	3193	3118	4193	2974	4460	2682
AT4G08530	4	5421857	5422237	+	381	0	1	0	0	0	0
AT4G08535	4	5424946	5427501	+	2556	9	10	24	24	14	16
AT4G05565	4	5427929	5428169	-	241	0	0	1	0	0	0
AT4G08540	4	5433621	5436524	+	2904	1028	883	1465	1161	1336	911
AT4G08545	4	5436600	5439167	+	2568	2	9	9	9	13	3
AT4G08550	4	5444345	5446891	+	2547	1	4	6	0	2	5
AT4G08555	4	5448049	5448638	+	590	304	446	757	839	790	612
AT4G08560	4	5450434	5453183	+	2750	0	0	0	0	0	0
AT4G08570	4	5454580	5456100	-	1521	91	78	102	89	250	90
AT4G08580	4	5461398	5463907	+	2510	461	462	680	487	665	406
AT4G08590	4	5463794	5466747	-	2954	788	815	1139	222	381	199
AT4G08593	4	5469345	5470466	+	1122	0	0	0	0	0	0
AT4G08620	4	5500313	5506313	+	6001	24	13	44	46	139	45
AT4G08630	4	5506809	5512046	-	5238	1	2	2	0	0	0
AT4G08640	4	5513313	5514174	+	862	0	0	0	0	0	0
AT4G08670	4	5536545	5538310	-	1766	1	0	1	0	0	0
AT4G08685	4	5550404	5551370	+	967	1239	1265	1744	1155	1975	1104
AT4G08690	4	5551315	5553216	-	1902	789	831	1059	1039	1459	880
AT4G08691	4	5555316	5556616	-	1301	0	0	1	0	0	0
AT4G08700	4	5565773	5567458	-	1686	232	195	324	275	409	226
AT4G08730	4	5577390	5578779	-	1390	0	0	0	1	0	0
AT4G08740	4	5579034	5579745	+	712	0	0	0	0	0	0
AT4G08760	4	5584739	5591133	-	6395	1	0	0	0	0	1
AT4G08770	4	5598037	5600398	-	2362	1268	995	1507	3205	2646	1974
AT4G08780	4	5604105	5608290	+	4186	77	103	127	130	157	156
AT4G08790	4	5608148	5611215	-	3068	416	429	624	413	589	365
AT4G08800	4	5614134	5615919	+	1786	0	0	0	0	0	0
AT4G08810	4	5615921	5618066	-	2146	2212	2118	3262	2566	2924	1839
AT4G08840	4	5631298	5633779	+	2482	0	1	0	0	1	0
AT4G05605	4	5634932	5635365	+	434	0	0	0	0	0	0
AT4G08850	4	5636479	5640952	-	4474	4139	3068	7255	11917	10973	8781
AT4G08870	4	5646395	5648868	-	2474	1348	1628	2227	1043	1321	659
AT4G05615	4	5650797	5651048	+	252	2	0	0	0	0	0
AT4G08869	4	5657228	5659574	-	2347	10	2	26	25	127	23
AT4G05625	4	5659241	5659700	+	460	2	0	4	12	41	6
AT4G08867	4	5659793	5660903	+	1111	10	3	12	10	35	10
AT4G05645	4	5667894	5668474	-	581	0	0	0	0	0	2
AT4G08868	4	5668435	5669270	+	836	9	6	18	15	20	17
AT4G05650	4	5669154	5669541	-	388	14	8	13	11	20	12
AT4G08874	4	5673259	5673809	-	551	2	5	6	8	5	3
AT4G08875	4	5673746	5674220	-	475	0	0	0	0	1	0
AT4G08876	4	5677395	5677728	+	334	0	0	0	0	0	0
AT4G08878	4	5683180	5684022	+	843	0	0	0	0	0	0
AT4G08895	4	5697896	5698615	+	720	0	0	0	0	0	0
AT4G05655	4	5699242	5699592	-	351	0	0	0	0	0	0
AT4G05660	4	5700720	5701278	-	559	0	0	0	0	0	0
AT4G08900	4	5703311	5705439	+	2129	816	738	1185	924	1113	725
AT4G08910	4	5712328	5713515	+	1188	45	38	37	26	46	24
AT4G05665	4	5714987	5715190	+	204	0	0	0	0	0	0
AT4G05670	4	5715752	5716170	+	419	0	0	0	0	1	0
AT4G05675	4	5715807	5716202	-	396	0	0	0	0	1	0
AT4G08920	4	5723651	5727268	+	3618	3043	2670	4441	5368	6880	3815
AT4G08930	4	5729169	5730850	+	1682	295	335	466	911	976	600
AT4G08940	4	5730797	5732195	-	1399	392	376	573	332	524	290
AT4G05680	4	5731144	5731408	+	265	119	126	143	86	128	86
AT4G08950	4	5740219	5741591	+	1373	9172	9246	11943	4148	3735	3617
AT4G08960	4	5746271	5748509	+	2239	1009	1004	1579	1088	1318	800
AT4G08980	4	5758014	5760569	+	2556	1913	1808	2488	2253	3128	1848
AT4G08990	4	5764781	5770496	+	5716	6	4	14	11	13	15
AT4G09000	4	5775210	5777481	+	2272	14218	13590	21964	23522	27443	16784
AT4G05685	4	5776265	5777106	-	842	1415	1376	2194	2293	2843	1669
AT4G09010	4	5777397	5779572	-	2176	8991	8290	12552	12017	11458	8325
AT4G05690	4	5778891	5779084	+	194	805	697	1159	1166	1075	717
AT4G09012	4	5780311	5783464	-	3154	127	111	210	158	232	135
AT4G09020	4	5783909	5789100	+	5192	3955	3368	5540	4463	6908	3734
AT4G09030	4	5792137	5792966	+	830	1720	1790	2526	1115	1467	947
AT4G09035	4	5792289	5792625	-	337	1450	1517	2140	920	1249	790
AT4G09040	4	5794529	5797420	-	2892	4511	4014	5728	4498	6760	4491
AT4G09060	4	5797613	5800383	-	2771	239	229	250	155	350	219
AT4G05695	4	5800336	5800556	+	221	1	2	0	0	0	1
AT4G09070	4	5802308	5803392	+	1085	0	0	0	0	2	0
AT4G09080	4	5803788	5806422	+	2635	85	84	77	82	82	69
AT4G09090	4	5807220	5807741	-	522	0	0	0	0	0	0
AT4G09100	4	5811115	5811846	+	732	2	2	6	20	24	16
AT4G09110	4	5812335	5813642	+	1308	15	15	17	76	62	44
AT4G09120	4	5813998	5815119	+	1122	1	0	0	1	0	1
AT4G09130	4	5815775	5816922	+	1148	3	8	11	11	13	10
AT4G09140	4	5816942	5821066	-	4125	891	754	1188	752	1237	762
AT4G09150	4	5828505	5833725	+	5221	2693	2315	3801	3598	4036	2443
AT4G09153	4	5835020	5835413	+	394	0	0	0	0	0	0
AT4G09160	4	5839599	5842456	+	2858	1748	1556	2441	1469	2466	1443
AT4G09170	4	5842945	5843783	-	839	15	22	36	18	29	17
AT4G09180	4	5847312	5849763	+	2452	851	718	1101	728	1330	608
AT4G05700	4	5850995	5851199	+	205	0	0	0	0	0	0
AT4G09190	4	5855176	5856327	+	1152	0	0	1	0	0	0
AT4G09200	4	5859244	5861880	+	2637	0	0	0	0	0	0
AT4G09210	4	5870289	5871160	+	872	0	0	0	0	0	0
AT4G09250	4	5876578	5878978	+	2401	1	0	1	0	0	0
AT4G09260	4	5887592	5888463	+	872	0	0	0	0	0	0
AT4G09300	4	5898761	5901022	+	2262	59	50	83	56	75	42
AT4G09310	4	5902813	5905449	+	2637	1	0	0	0	0	0
AT4G05705	4	5917486	5917729	+	244	0	0	0	0	0	0
AT4G05710	4	5918647	5918848	-	202	0	0	2	0	0	0
AT4G09320	4	5923484	5924366	+	883	21952	20912	30190	18190	26646	18322
AT4G09340	4	5924602	5927738	-	3137	878	809	1152	830	1285	710
AT4G09350	4	5931110	5932475	-	1366	146	125	204	203	372	175
AT4G05715	4	5937697	5938281	+	585	2	0	2	5	2	5
AT4G09355	4	5937725	5937751	-	27	0	0	0	0	0	1
AT4G09360	4	5940186	5943280	+	3095	0	0	0	0	0	0
AT4G09420	4	5961979	5964054	-	2076	343	358	684	780	454	414
AT4G09430	4	5970908	5973113	+	2206	8	7	21	14	22	19
AT4G09432	4	5972915	5975195	-	2281	75	78	124	107	121	86
AT4G09435	4	5973083	5974684	+	1602	64	68	102	85	90	74
AT4G09440	4	5982215	5982748	-	534	0	0	0	0	0	0
AT4G09450	4	5983277	5984531	+	1255	0	0	0	0	0	0
AT4G05720	4	5985500	5985811	-	312	0	0	0	0	0	0
AT4G09460	4	5992908	5994258	+	1351	220	229	348	423	581	269
AT4G09462	4	5996803	5997270	+	468	0	0	0	0	0	0
AT4G09464	4	5999071	5999608	+	538	0	0	0	0	0	0
AT4G09465	4	6001351	6001815	+	465	0	0	0	0	0	0
AT4G09466	4	6003632	6004167	+	536	0	0	0	0	0	0
AT4G09467	4	6005905	6006442	+	538	0	0	0	0	0	0
AT4G09490	4	6015562	6016575	-	1014	139	128	202	65	66	46
AT4G09500	4	6018021	6019759	+	1739	2620	2599	3980	172	290	132
AT4G09510	4	6021160	6024042	-	2883	2543	2440	3456	1597	2068	1462
AT4G09520	4	6024804	6027123	-	2320	635	631	879	615	853	546
AT4G09530	4	6029238	6029817	-	580	0	0	0	1	1	0
AT4G09545	4	6037565	6037937	+	373	0	0	0	0	0	0
AT4G09550	4	6039055	6040226	+	1172	458	460	632	392	612	353
AT4G09560	4	6040944	6043849	-	2906	370	328	514	466	629	331
AT4G09570	4	6049441	6052380	+	2940	1355	1438	2206	1760	2194	1415
AT4G09580	4	6052352	6054454	-	2103	755	708	1009	791	1068	605
AT4G09585	4	6061648	6062128	+	481	0	0	0	0	1	0
AT4G09589	4	6065666	6066323	-	658	0	0	0	1	0	0
AT4G09590	4	6066128	6066763	+	636	0	0	1	0	0	0
AT4G09600	4	6072804	6073646	-	843	9	11	12	9	47	14
AT4G09610	4	6074770	6075645	-	876	0	0	0	0	0	1
AT4G09620	4	6076805	6079151	-	2347	1225	1191	1687	1832	2351	1415
AT4G09630	4	6083585	6088134	+	4550	1708	1440	2334	1690	2229	1319
AT4G09640	4	6087768	6090995	-	3228	792	723	1102	767	1142	647
AT4G05730	4	6091995	6092236	+	242	0	0	0	0	0	0
AT4G09647	4	6096551	6097988	-	1438	0	0	0	0	0	0
AT4G09649	4	6100561	6100698	-	138	8	7	7	5	9	5
AT4G09650	4	6100714	6101864	+	1151	16623	17041	25840	25019	25920	17689
AT4G09660	4	6104446	6106607	+	2162	0	0	0	0	0	0
AT4G09670	4	6107112	6109176	-	2065	2242	1886	3069	2572	3148	2058
AT4G09680	4	6116699	6123304	+	6606	1731	1246	2273	1886	2489	1424
AT4G09690	4	6124897	6126120	+	1224	0	0	0	0	0	0
AT4G09720	4	6132837	6135701	+	2865	1984	1931	2817	2199	2756	1695
AT4G09730	4	6136244	6139711	+	3468	4609	4108	6447	4971	6912	4616
AT4G09731	4	6139717	6139851	+	135	0	1	3	1	2	2
AT4G09740	4	6142706	6145003	-	2298	0	0	1	1	0	0
AT4G09750	4	6146623	6148814	+	2192	485	489	668	498	989	475
AT4G09760	4	6148758	6151399	-	2642	978	964	1631	2597	3482	1688
AT4G09770	4	6154259	6155953	-	1695	23	23	23	63	51	21
AT4G09775	4	6156629	6157054	+	426	0	0	0	0	0	0
AT4G09780	4	6159538	6161378	-	1841	1	1	5	5	2	1
AT4G09784	4	6162253	6162613	+	361	0	0	0	0	0	0
AT4G09795	4	6169600	6170015	+	416	0	0	0	0	0	0
AT4G09800	4	6173712	6175200	+	1489	11161	10456	14592	9122	14526	9397
AT4G09810	4	6175176	6177351	-	2176	396	389	515	389	508	329
AT4G05735	4	6175458	6175682	+	225	117	112	148	99	135	78
AT4G09820	4	6181881	6186523	+	4643	55	59	65	31	111	61
AT4G09830	4	6188755	6190853	+	2099	1648	1543	2314	1565	1990	1239
AT4G09840	4	6190788	6191786	-	999	41	36	47	40	62	24
AT4G09850	4	6192361	6193182	+	822	4	3	3	7	6	1
AT4G09860	4	6194709	6195301	-	593	0	0	0	0	0	0
AT4G09870	4	6200089	6201215	+	1127	0	0	0	0	2	0
AT4G05740	4	6203858	6204097	-	240	0	0	0	0	0	0
AT4G05745	4	6212753	6213030	+	278	0	0	0	0	0	0
AT4G09880	4	6214624	6215338	+	715	1	0	1	0	0	0
AT4G09890	4	6218319	6218989	+	671	506	529	702	364	808	356
AT4G09900	4	6221628	6224221	-	2594	900	822	1398	957	1028	689
AT4G09920	4	6224344	6226116	+	1773	19	23	35	25	32	20
AT4G09930	4	6228556	6230079	+	1524	0	0	0	0	1	0
AT4G05750	4	6230500	6230706	+	207	0	0	0	0	0	0
AT4G09940	4	6230822	6233516	+	2695	6	1	4	2	10	2
AT4G09950	4	6234671	6236560	+	1890	204	207	277	195	351	196
AT4G09960	4	6236375	6241281	-	4907	2	4	11	2	11	4
AT4G09965	4	6244740	6245686	-	947	0	0	0	1	2	0
AT4G09970	4	6245916	6247792	+	1877	214	199	222	237	408	236
AT4G09980	4	6247735	6252314	-	4580	1806	1460	2477	1631	2137	1396
AT4G09984	4	6254210	6255550	-	1341	0	0	0	0	0	0
AT4G09990	4	6258880	6260259	-	1380	76	68	127	356	706	269
AT4G10000	4	6260302	6263181	-	2880	612	569	886	780	800	503
AT4G10010	4	6263509	6266938	-	3430	0	0	1	0	0	1
AT4G10020	4	6268273	6270434	+	2162	63	48	86	63	69	52
AT4G05755	4	6269079	6270196	-	1118	12	6	11	8	14	5
AT4G10030	4	6270241	6273442	-	3202	917	839	1409	1052	1261	837
AT4G10040	4	6276948	6278622	+	1675	1143	1218	1553	1405	1717	1001
AT4G10050	4	6284308	6287293	-	2986	756	714	1033	618	998	565
AT4G10060	4	6288821	6295402	+	6582	2530	1953	3547	3625	4286	2733
AT4G10070	4	6295393	6299867	-	4475	1061	873	1486	1035	1536	896
AT4G10080	4	6300019	6302744	-	2726	1524	1508	2322	2272	2689	1604
AT4G10090	4	6305320	6307552	+	2233	546	483	789	460	784	462
AT4G05760	4	6308680	6308879	-	200	126	131	175	164	195	111
AT4G10100	4	6308683	6309546	+	864	585	647	827	713	875	519
AT4G10110	4	6309393	6310910	-	1518	635	572	912	720	976	569
AT4G10115	4	6311969	6312588	-	620	0	0	0	0	1	0
AT4G10120	4	6313914	6320094	+	6181	1000	773	1302	1135	2580	1097
AT4G10130	4	6319928	6321688	-	1761	300	309	447	324	396	293
AT4G10140	4	6322313	6324694	+	2382	595	557	822	713	880	518
AT4G10150	4	6327917	6329751	+	1835	22	15	43	38	115	39
AT4G05765	4	6330142	6330510	+	369	0	0	0	0	0	0
AT4G05770	4	6330179	6330510	-	332	0	0	0	0	0	0
AT4G10160	4	6335919	6337478	+	1560	5	5	8	9	22	11
AT4G10170	4	6344301	6345610	+	1310	440	424	670	470	544	375
AT4G10180	4	6346411	6349314	+	2904	1847	1386	2530	1966	2401	1583
AT4G10190	4	6350928	6352031	+	1104	0	0	0	0	0	0
AT4G10200	4	6352957	6355609	+	2653	15	11	27	18	32	21
AT4G10210	4	6357052	6360377	+	3326	0	1	0	1	1	1
AT4G10220	4	6362189	6365079	+	2891	0	0	0	1	1	2
AT4G10230	4	6366261	6367185	+	925	0	0	0	0	0	0
AT4G10240	4	6368829	6369950	-	1122	0	2	3	0	4	1
AT4G10250	4	6370338	6371372	+	1035	4	3	6	4	15	0
AT4G10260	4	6371377	6372789	-	1413	3	1	5	2	2	1
AT4G10265	4	6373008	6373667	-	660	35	68	73	29	36	40
AT4G05775	4	6374674	6375110	-	437	348	480	369	246	411	311
AT4G10270	4	6374734	6375210	+	477	376	506	413	272	460	347
AT4G10280	4	6375125	6376142	-	1018	409	388	536	354	577	349
AT4G10290	4	6379701	6381829	-	2129	0	0	0	0	0	0
AT4G10300	4	6384451	6386239	+	1789	1772	1960	2608	2280	2664	1670
AT4G10305	4	6390669	6391116	-	448	0	0	0	0	0	0
AT4G10310	4	6391854	6395922	+	4069	65	57	111	121	133	85
AT4G10320	4	6397271	6404672	-	7402	8601	6176	11302	7728	10651	6847
AT4G10330	4	6406495	6407959	+	1465	267	266	335	266	348	236
AT4G10340	4	6408007	6409849	+	1843	72893	78121	117592	130083	119674	75302
AT4G10345	4	6413010	6413342	+	333	0	0	0	0	0	0
AT4G10350	4	6415120	6416961	-	1842	42	38	25	38	165	43
AT4G10360	4	6420284	6422460	+	2177	1261	1201	1776	1202	1541	855
AT4G10370	4	6423353	6425678	-	2326	25	14	39	62	133	44
AT4G05780	4	6430009	6430575	-	567	0	0	3	5	8	4
AT4G10380	4	6431161	6435396	-	4236	642	484	822	1131	1836	803
AT4G10390	4	6441596	6443554	-	1959	95	119	181	195	249	128
AT4G10400	4	6446088	6448136	-	2049	343	280	435	261	445	286
AT4G10410	4	6448983	6449998	-	1016	0	0	0	2	1	1
AT4G10420	4	6452811	6454209	-	1399	105	118	140	88	156	94
AT4G10430	4	6454703	6458146	-	3444	935	831	1333	1050	1568	799
AT4G10440	4	6459539	6462092	-	2554	0	3	1	3	3	1
AT4G10450	4	6462918	6464558	-	1641	5900	5336	8194	4346	7219	4792
AT4G10457	4	6466900	6467270	-	371	0	0	0	0	0	0
AT4G10465	4	6473547	6475434	+	1888	7	2	6	4	8	4
AT4G10470	4	6475984	6477883	+	1900	471	441	592	509	627	385
AT4G10480	4	6477876	6479171	-	1296	13496	13277	19957	11520	18029	11576
AT4G05785	4	6478619	6478855	+	237	1728	1810	2735	1554	2557	1620
AT4G10490	4	6483867	6485360	+	1494	0	0	0	0	0	0
AT4G05790	4	6485740	6486245	-	506	0	0	0	0	0	0
AT4G05795	4	6485842	6486245	+	404	0	0	0	0	0	0
AT4G10500	4	6491017	6492578	+	1562	28	34	48	189	197	137
AT4G10507	4	6494707	6495211	+	505	4	6	9	17	13	11
AT4G10510	4	6495799	6499205	+	3407	33	28	36	174	164	148
AT4G10520	4	6499794	6502933	+	3140	0	0	0	1	0	0
AT4G10530	4	6508600	6511670	+	3071	0	0	0	1	1	4
AT4G10540	4	6512515	6515743	-	3229	1	1	0	1	0	0
AT4G10550	4	6516424	6520322	-	3899	336	229	430	524	545	352
