# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/mnt/d/PERSONAL_SACO/Cubas lab/R/output/macs2_consensus.gff" "-o" "2022_03_09_feature_counts_macs2_consensus.txt" "-t" "gene" "-g" "gene_id" "-O" "-T" "4" "ChIP2_S5_R1_001_sorted.bam" "ChIP3_S6_R1_001_sorted.bam" "ChIP7_S4_R1_001_sorted.bam" "Input2_S2_R1_001_sorted.bam" "Input3_S3_R1_001_sorted.bam" "Input7_S1_R1_001_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	ChIP2_S5_R1_001_sorted.bam	ChIP3_S6_R1_001_sorted.bam	ChIP7_S4_R1_001_sorted.bam	Input2_S2_R1_001_sorted.bam	Input3_S3_R1_001_sorted.bam	Input7_S1_R1_001_sorted.bam
peak_868	3	5252427	5252783	.	357	36	168	161	7	30	38
peak_869	3	5311000	5311314	.	315	53	210	261	8	47	41
peak_870	3	5358778	5359038	.	261	6	117	93	3	13	23
peak_871	3	5445268	5445604	.	337	52	145	198	5	18	33
peak_872	3	5469363	5469690	.	328	43	156	136	4	26	35
peak_873	3	5483276	5483679	.	404	36	191	268	6	28	39
peak_874	3	5504660	5504910	.	251	28	87	91	3	17	20
peak_875	3	5566515	5566918	.	404	57	113	171	2	35	30
peak_876	3	5614869	5615120	.	252	38	84	131	2	13	18
peak_877	3	5644420	5644625	.	206	27	89	111	1	15	3
peak_878	3	5731034	5731380	.	347	79	236	310	7	33	45
peak_879	3	5752184	5752529	.	346	65	232	251	7	29	41
peak_880	3	5779415	5779687	.	273	56	116	129	4	16	29
peak_881	3	5796861	5797127	.	267	13	72	117	6	17	27
peak_882	3	5991320	5991744	.	425	36	130	149	10	39	40
peak_883	3	5994154	5994605	.	452	5	87	194	1	16	22
peak_884	3	6000423	6000683	.	261	43	102	119	9	20	27
peak_885	3	6088918	6089188	.	271	20	137	181	6	22	28
peak_886	3	6093514	6093728	.	215	31	139	116	4	17	12
peak_887	3	6173814	6174009	.	196	32	38	107	3	14	24
peak_888	3	6194747	6194926	.	180	70	93	72	4	10	15
peak_889	3	6273746	6273997	.	252	18	131	126	11	41	28
peak_890	3	6343911	6344398	.	488	17	111	217	8	47	53
peak_891	3	6346152	6346423	.	272	46	181	157	13	34	32
peak_892	3	6347170	6347315	.	146	4	45	60	2	13	23
peak_893	3	6423172	6423407	.	236	37	75	106	3	21	23
peak_894	3	6435773	6435981	.	209	19	81	139	6	16	20
peak_895	3	6565819	6566092	.	274	25	127	104	4	20	18
peak_896	3	6605291	6605619	.	329	30	117	178	11	19	27
peak_897	3	6678636	6678953	.	318	46	164	240	12	39	44
peak_898	3	6805140	6805467	.	328	60	167	287	8	34	29
peak_899	3	6827535	6827825	.	291	33	98	112	1	10	12
peak_900	3	6839221	6839442	.	222	48	110	95	4	20	28
peak_901	3	6957352	6957660	.	309	27	116	138	5	39	28
peak_902	3	7104108	7104590	.	483	73	105	927	587	1939	3039
peak_903	3	7177946	7178140	.	195	46	92	87	3	22	24
peak_904	3	7539250	7539475	.	226	17	89	145	3	13	19
peak_905	3	7543847	7544430	.	584	47	229	173	11	27	70
peak_906	3	7559975	7560229	.	255	25	134	129	1	18	24
peak_907	3	7637677	7637971	.	295	12	63	147	2	18	28
peak_908	3	7867369	7867558	.	190	7	70	103	3	17	22
peak_909	3	7909815	7910049	.	235	15	92	123	4	7	14
peak_910	3	7912458	7912714	.	257	28	73	128	2	16	19
peak_911	3	8076718	8077316	.	599	97	188	210	6	33	43
peak_912	3	8125608	8125980	.	373	103	124	109	13	23	35
peak_913	3	8167188	8167740	.	553	27	251	286	12	44	54
peak_914	3	8181721	8182162	.	442	61	178	319	4	25	37
peak_915	3	8186770	8186961	.	192	42	69	109	4	26	27
peak_916	3	8413924	8414319	.	396	2348	1852	1068	11	47	50
peak_917	3	8473609	8473928	.	320	44	153	181	4	30	33
peak_918	3	8500412	8500723	.	312	17	92	185	5	21	37
peak_919	3	8594602	8594876	.	275	12	104	134	3	18	21
peak_920	3	8641412	8641624	.	213	13	111	90	0	9	14
peak_921	3	8890991	8891286	.	296	105	95	198	4	19	23
peak_922	3	8905779	8906052	.	274	48	197	152	7	19	21
peak_923	3	8941099	8941389	.	291	43	110	96	2	21	18
peak_924	3	8943309	8943568	.	260	71	149	109	3	33	33
peak_925	3	8958026	8958215	.	190	22	70	96	2	13	13
peak_926	3	8993775	8994117	.	343	49	175	172	3	28	35
peak_927	3	9049462	9049715	.	254	25	178	133	7	33	48
peak_928	3	9055432	9055643	.	212	31	48	47	2	17	14
peak_929	3	9195053	9195294	.	242	26	80	91	4	22	18
peak_930	3	9403615	9403879	.	265	17	109	129	4	19	26
peak_931	3	9423512	9423754	.	243	63	107	135	8	18	22
peak_932	3	9466308	9466501	.	194	15	69	127	4	19	22
peak_933	3	9484242	9484465	.	224	7	122	121	1	12	14
peak_934	3	9717871	9718217	.	347	60	229	186	7	22	22
peak_935	3	9867644	9867854	.	211	35	98	132	5	15	14
peak_936	3	9976572	9976822	.	251	79	69	142	6	8	27
peak_937	3	10022458	10022767	.	310	39	149	215	6	21	29
peak_938	3	10023280	10023509	.	230	39	90	116	3	14	20
peak_939	3	10187964	10188362	.	399	564	452	319	5	22	37
peak_940	3	10330187	10330501	.	315	23	169	167	6	25	34
peak_941	3	10384054	10384367	.	314	31	96	174	1	15	21
peak_942	3	10753931	10754160	.	230	17	103	95	5	16	21
peak_943	3	10834439	10834677	.	239	89	86	134	3	15	23
peak_944	3	10884028	10884386	.	359	91	125	151	2	21	34
peak_945	3	10911039	10911229	.	191	9	44	70	4	21	23
peak_946	3	10938114	10938459	.	346	133	124	53	8	31	26
peak_947	3	11148760	11149002	.	243	40	109	116	0	17	23
peak_948	3	11383946	11384472	.	527	132	470	622	6	36	41
peak_949	3	11386071	11386281	.	211	27	70	87	0	12	27
peak_950	3	11486058	11486416	.	359	94	95	45	11	44	38
peak_951	3	11895195	11895589	.	395	277	179	55	8	30	35
peak_952	3	11971680	11971887	.	208	12	106	102	1	10	15
peak_953	3	12242820	12243026	.	207	52	36	33	5	20	12
peak_954	3	12670155	12670610	.	456	316	276	110	5	33	35
peak_955	3	12685556	12685834	.	279	95	101	151	1	21	24
peak_956	3	12779209	12779451	.	243	39	43	30	8	11	12
peak_957	3	13059077	13059299	.	223	66	78	156	0	10	21
peak_958	3	13586832	13587884	.	1053	6792	13886	18115	3927	19984	25918
peak_959	3	13588687	13592724	.	4038	37641	78338	103874	24180	119607	153061
peak_960	3	13632871	13633349	.	479	170	413	779	42	386	415
peak_961	3	13689217	13689454	.	238	14	40	39	13	36	50
peak_962	3	13693718	13694319	.	602	45	79	136	19	113	122
peak_963	3	13696451	13696611	.	161	13	30	46	11	42	42
peak_964	3	13697595	13697987	.	393	23	84	102	32	152	134
peak_965	3	13705306	13706604	.	1299	448	959	1261	277	1314	1356
peak_966	3	13706796	13707775	.	980	148	364	445	100	490	517
peak_967	3	13708504	13709123	.	620	193	413	598	107	475	558
peak_968	3	13709368	13710153	.	786	255	616	776	162	744	829
peak_969	3	13710487	13710726	.	240	44	79	124	42	175	178
peak_970	3	13712924	13713561	.	638	123	288	262	64	334	341
peak_971	3	13714398	13715265	.	868	138	269	390	98	402	403
peak_972	3	13716590	13717129	.	540	67	89	138	25	158	158
peak_973	3	13718565	13718797	.	233	40	91	83	33	162	135
peak_974	3	13719903	13720548	.	646	84	125	173	43	180	193
peak_975	3	13720947	13721670	.	724	93	191	262	58	289	286
peak_976	3	13722987	13723691	.	705	96	154	264	48	246	286
peak_977	3	13725533	13725982	.	450	29	92	101	19	96	94
peak_978	3	13731085	13731265	.	181	13	29	37	3	18	29
peak_979	3	13747428	13747840	.	413	17	85	104	29	118	109
peak_980	3	13750457	13750987	.	531	110	199	231	60	275	302
peak_981	3	13751215	13751785	.	571	147	339	515	91	383	505
peak_982	3	13754877	13755055	.	179	31	65	89	27	123	129
peak_983	3	13763743	13763953	.	211	9	26	47	9	39	48
peak_984	3	13765566	13765780	.	215	5	39	46	4	39	37
peak_985	3	13767924	13768156	.	233	21	53	77	9	58	68
peak_986	3	13773987	13774073	.	87	4	20	21	1	13	18
peak_987	3	13775180	13775228	.	49	9	34	34	6	38	46
peak_988	3	13778548	13778989	.	442	74	152	239	47	222	258
peak_989	3	13779106	13779575	.	470	41	109	165	31	134	147
peak_990	3	13780593	13780975	.	383	40	50	89	17	78	91
peak_991	3	13782125	13782491	.	367	41	57	106	14	95	97
peak_992	3	13782848	13783665	.	818	53	111	169	45	161	164
peak_993	3	13783778	13783816	.	39	2	17	19	2	10	14
peak_994	3	13784150	13784511	.	362	26	43	78	12	61	82
peak_995	3	13784737	13784799	.	63	0	4	19	0	10	6
peak_996	3	13790375	13790730	.	356	18	71	72	5	50	59
peak_997	3	13798481	13798848	.	368	32	90	116	30	138	162
peak_998	3	13815335	13815723	.	389	110	183	333	78	386	353
peak_999	3	13816232	13816442	.	211	80	132	216	20	171	214
peak_1000	3	13835255	13835456	.	202	108	184	222	68	222	249
peak_1001	3	13836517	13837000	.	484	156	310	403	135	576	489
peak_1002	3	13838563	13838987	.	425	186	374	596	125	652	659
peak_1003	3	13839061	13839270	.	210	47	93	160	52	212	198
peak_1004	3	13845548	13845767	.	220	34	84	130	30	116	117
peak_1005	3	13845976	13846183	.	208	21	57	57	16	70	96
peak_1006	3	13847344	13847803	.	460	50	69	149	27	146	159
peak_1007	3	13849472	13849853	.	382	128	251	372	140	530	469
peak_1008	3	13851987	13852401	.	415	119	222	346	128	463	391
peak_1009	3	13853667	13854121	.	455	107	319	415	64	332	413
peak_1010	3	13857040	13857848	.	809	67	175	248	56	260	247
peak_1011	3	13859733	13859953	.	221	45	81	108	40	117	105
peak_1012	3	13861060	13861496	.	437	118	243	451	135	533	526
peak_1013	3	13861559	13862100	.	542	105	245	366	75	301	359
peak_1014	3	13863147	13863218	.	72	10	15	20	8	24	39
peak_1015	3	13863306	13863703	.	398	53	90	152	40	168	155
peak_1016	3	13866792	13867019	.	228	130	259	378	121	507	443
peak_1017	3	13869603	13869938	.	336	85	199	206	47	221	261
peak_1018	3	14172725	14172792	.	68	32	59	77	34	109	116
peak_1019	3	14174521	14174772	.	252	44	108	141	39	160	204
peak_1020	3	14175463	14176124	.	662	119	226	303	56	299	365
peak_1021	3	14177496	14177831	.	336	58	113	186	24	162	143
peak_1022	3	14178967	14179299	.	333	76	154	206	28	212	228
peak_1023	3	14179983	14180192	.	210	15	67	116	15	89	97
peak_1024	3	14180272	14180704	.	433	133	247	384	101	438	427
peak_1025	3	14181018	14181894	.	877	139	296	369	52	343	451
peak_1026	3	14184148	14184451	.	304	52	114	166	33	163	211
peak_1027	3	14185175	14185562	.	388	76	156	233	24	210	246
peak_1028	3	14185762	14185965	.	204	44	110	171	41	154	200
peak_1029	3	14186178	14186806	.	629	157	309	425	80	435	486
peak_1030	3	14191573	14205301	.	13729	247062	525157	781143	278374	942872	912457
peak_1031	3	14206785	14207667	.	883	408	1032	1372	310	1509	1681
peak_1032	3	14208146	14208408	.	263	129	329	487	107	450	505
peak_1033	3	14209975	14210176	.	202	82	143	252	47	232	219
peak_1034	3	14212539	14213293	.	755	224	485	684	150	777	852
peak_1035	3	14213642	14214129	.	488	80	206	232	39	248	320
peak_1036	3	14214393	14214753	.	361	71	178	275	53	285	283
peak_1037	3	14219070	14219411	.	342	86	147	217	53	286	281
peak_1038	3	14219702	14220050	.	349	71	113	173	41	177	168
peak_1039	3	14221053	14221410	.	358	93	141	228	72	244	268
peak_1040	3	14221900	14222111	.	212	31	64	115	10	70	85
peak_1041	3	14222363	14222767	.	405	58	139	223	36	178	218
peak_1042	3	14223675	14224005	.	331	122	201	271	64	298	306
peak_1043	3	14224214	14224521	.	308	38	97	160	39	143	158
peak_1044	3	14224715	14224923	.	209	40	75	132	22	134	142
peak_1045	3	14224976	14225183	.	208	61	128	211	41	142	190
peak_1046	3	14299215	14299600	.	386	220	189	52	7	26	21
peak_1047	3	14305080	14305451	.	372	121	95	63	3	15	20
peak_1048	3	14569808	14570208	.	401	131	102	182	3	39	48
peak_1049	3	15226497	15226772	.	276	47	310	174	5	24	14
peak_1050	3	15703149	15703414	.	266	89	90	150	4	32	42
peak_1051	3	15733085	15733299	.	215	28	32	31	3	13	13
peak_1052	3	15867383	15867605	.	223	16	102	95	3	17	16
peak_1053	3	16190359	16190571	.	213	15	118	96	2	13	27
peak_1054	3	16283500	16283639	.	140	16	52	51	1	14	20
peak_1055	3	16576794	16577047	.	254	144	136	172	1	14	20
peak_1056	3	16735828	16736129	.	302	46	131	181	8	20	23
peak_1057	3	17128049	17128314	.	266	24	107	142	1	18	19
peak_1058	3	17137906	17138132	.	227	11	179	164	6	19	23
peak_1059	3	17152463	17152837	.	375	32	149	194	6	20	22
peak_1060	3	17177439	17177699	.	261	13	76	216	4	22	23
peak_1061	3	17182640	17182894	.	255	26	139	125	6	18	20
peak_1062	3	17296310	17296550	.	241	62	105	134	3	13	24
peak_1063	3	17427696	17427903	.	208	34	124	118	4	20	28
peak_1064	3	17501380	17501593	.	214	19	80	106	0	5	10
peak_1065	3	17541304	17541509	.	206	23	47	51	4	25	24
peak_1066	3	17557940	17558150	.	211	13	116	128	3	20	25
peak_1067	3	17678485	17678693	.	209	84	77	52	5	14	35
peak_1068	3	17868181	17868476	.	296	71	159	186	8	35	33
peak_1069	3	17908526	17908798	.	273	23	86	170	3	16	20
peak_1070	3	17968495	17968741	.	247	24	131	127	3	18	28
peak_1071	3	17975237	17975624	.	388	33	233	281	11	40	50
peak_1072	3	17976693	17976907	.	215	48	89	115	5	26	20
peak_1073	3	18092356	18092620	.	265	47	112	150	4	24	22
peak_1074	3	18101268	18101516	.	249	77	86	21	6	14	17
peak_1075	3	18165983	18166398	.	416	134	120	224	3	22	23
peak_1076	3	18193297	18193597	.	301	36	126	124	10	32	34
peak_1077	3	18205893	18206133	.	241	9	88	87	4	18	29
peak_1078	3	18206574	18206759	.	186	16	61	71	1	11	14
peak_1079	3	18357146	18357374	.	229	50	99	122	1	8	25
peak_1080	3	18470821	18471521	.	701	56	377	349	5	27	45
peak_1081	3	18478353	18478871	.	519	23	175	205	4	20	31
peak_1082	3	18515921	18516586	.	666	55	220	240	5	40	53
peak_1083	3	18559169	18559393	.	225	29	92	77	7	28	30
peak_1084	3	18790284	18790544	.	261	29	144	151	7	20	15
peak_1085	3	18817772	18818081	.	310	19	139	126	4	13	32
peak_1086	3	18819228	18819784	.	557	51	165	228	8	38	52
peak_1087	3	18821839	18822221	.	383	64	234	295	14	43	42
peak_1088	3	18824266	18824516	.	251	45	98	113	6	17	18
peak_1089	3	18825157	18825541	.	385	57	91	133	3	17	24
peak_1090	3	18825702	18825954	.	253	25	71	102	2	23	22
peak_1091	3	18883162	18883561	.	400	81	201	229	10	48	39
peak_1092	3	19197492	19197726	.	235	21	77	77	3	18	24
peak_1093	3	19256171	19256528	.	358	31	154	205	3	28	37
peak_1094	3	19312077	19312364	.	288	36	102	179	5	17	20
peak_1095	3	19325670	19325873	.	204	28	73	126	6	24	24
peak_1096	3	19371072	19371354	.	283	34	167	127	6	19	20
peak_1097	3	19392808	19393055	.	248	19	116	109	5	14	30
peak_1098	3	19439081	19439269	.	189	19	74	38	1	12	21
peak_1099	3	19448781	19449227	.	447	58	259	289	8	38	37
peak_1100	3	19582363	19582543	.	181	16	102	131	6	34	23
peak_1101	3	19640997	19641234	.	238	39	123	148	0	20	27
peak_1102	3	19728482	19728697	.	216	22	99	133	4	11	29
peak_1103	3	19807095	19807484	.	390	22	147	165	9	43	36
peak_1104	3	19910434	19910721	.	288	42	228	192	7	31	31
peak_1105	3	19995729	19995887	.	159	3	71	73	3	21	16
peak_1106	3	20119697	20120074	.	378	566	664	26	3	27	35
peak_1107	3	20120743	20121132	.	390	1807	1968	84	2	33	48
peak_1108	3	20295551	20295742	.	192	6	74	114	2	3	12
peak_1109	3	20316824	20317099	.	276	82	113	129	2	36	41
peak_1110	3	20358017	20358248	.	232	16	69	144	9	20	29
peak_1111	3	20378751	20379133	.	383	81	177	216	4	26	53
peak_1112	3	20552626	20552985	.	360	78	206	203	6	30	26
peak_1113	3	20721400	20721896	.	497	49	246	327	10	63	66
peak_1114	3	20763037	20763269	.	233	22	61	55	6	13	18
peak_1115	3	20872438	20872794	.	357	53	266	229	5	24	32
peak_1116	3	20902995	20903240	.	246	39	104	123	1	11	21
peak_1117	3	20974959	20975278	.	320	37	84	170	2	22	29
peak_1118	3	21037556	21037808	.	253	30	69	128	5	23	35
peak_1119	3	21041765	21042005	.	241	19	92	98	6	18	31
peak_1120	3	21070307	21070655	.	349	34	175	194	3	33	23
peak_1121	3	21106997	21107168	.	172	16	89	64	1	11	14
peak_1122	3	21261143	21261462	.	320	31	98	120	3	18	29
peak_1123	3	21303168	21303629	.	462	79	229	296	6	29	37
peak_1124	3	21309602	21310144	.	543	82	271	389	11	43	63
peak_1125	3	21397344	21397693	.	350	33	103	113	3	35	41
peak_1126	3	21413653	21414026	.	374	21	172	155	6	26	32
peak_1127	3	21435646	21435863	.	218	20	107	117	2	19	19
peak_1128	3	21472830	21473135	.	306	41	196	276	7	29	27
peak_1129	3	21499954	21500202	.	249	27	75	119	8	18	24
peak_1130	3	21523343	21523575	.	233	25	57	128	3	17	13
peak_1131	3	21761062	21761269	.	208	61	63	44	10	26	24
peak_1132	3	21827589	21827864	.	276	39	125	136	1	14	34
peak_1133	3	21830266	21830754	.	489	108	349	258	13	52	46
peak_1134	3	21858246	21858462	.	217	36	90	100	4	19	21
peak_1135	3	21889240	21889474	.	235	11	96	122	1	17	30
peak_1136	3	21931643	21931972	.	330	83	91	203	8	23	16
peak_1137	3	21952984	21953362	.	379	73	92	58	5	46	33
peak_1138	3	21969458	21969710	.	253	57	138	159	4	13	20
peak_1139	3	22206362	22206573	.	212	75	75	94	1	12	22
peak_1140	3	22257161	22257404	.	244	45	155	150	3	23	33
peak_1141	3	22327870	22328254	.	385	73	207	219	10	40	39
peak_1142	3	22364747	22364974	.	228	12	109	131	3	28	34
peak_1143	3	22417282	22417654	.	373	53	230	302	11	51	47
peak_1144	3	22463361	22463688	.	328	86	172	265	8	41	38
peak_1145	3	22499043	22499350	.	308	46	147	172	6	16	26
peak_1146	3	22731954	22732610	.	657	92	250	228	13	51	51
peak_1147	3	22745242	22745626	.	385	24	123	166	4	30	50
peak_1148	3	22756875	22757208	.	334	52	119	135	11	30	28
peak_1149	3	22785760	22786142	.	383	27	88	185	4	21	27
peak_1150	3	22804535	22805016	.	482	54	356	357	10	56	48
peak_1151	3	22809272	22809554	.	283	23	136	192	7	28	31
peak_1152	3	22910543	22910869	.	327	73	140	199	9	24	35
peak_1153	3	22991078	22991447	.	370	65	174	195	4	28	29
peak_1154	3	23014310	23014535	.	226	35	117	148	9	24	30
peak_1155	3	23040587	23040835	.	249	44	97	196	9	37	22
peak_1156	3	23150453	23150768	.	316	49	122	175	1	19	23
peak_1157	3	23156046	23156482	.	437	35	165	102	3	32	51
peak_1158	3	23162765	23163019	.	255	34	75	157	4	9	15
peak_1159	3	23163489	23163696	.	208	28	127	115	2	20	21
peak_1160	3	23175492	23175787	.	296	17	86	140	8	12	7
peak_1161	3	23185529	23185868	.	340	52	175	246	16	45	39
peak_1162	3	23264993	23265234	.	242	32	105	125	3	19	32
peak_1163	3	23287490	23287667	.	178	35	59	87	1	20	20
peak_1164	3	23288179	23288289	.	111	15	24	41	0	12	9
peak_1165	3	23289014	23289440	.	427	27	169	164	8	21	28
peak_1166	3	23291586	23292026	.	441	34	172	248	3	26	25
peak_1167	3	23293567	23293896	.	330	42	164	182	11	20	27
peak_1168	3	23294180	23294378	.	199	16	76	85	2	24	14
peak_1169	3	23301432	23301953	.	522	104	464	425	17	69	64
peak_1170	3	23309515	23309723	.	209	22	101	142	6	25	35
peak_1171	3	23340653	23341356	.	704	80	290	221	11	48	68
peak_1172	3	23355083	23355330	.	248	12	72	88	3	20	23
peak_1173	3	23355691	23356428	.	738	44	249	272	11	55	58
peak_1174	3	23388974	23389181	.	208	6	62	91	8	19	20
peak_1175	3	23422753	23423120	.	368	141	189	305	18	43	43
peak_1176	3	23426825	23427029	.	205	22	98	119	7	19	29
peak_1177	3	23452723	23452998	.	276	26	196	206	6	31	34
peak_1178	4	56858	57095	.	238	20	95	120	2	19	20
peak_1179	4	161861	162082	.	222	39	116	166	16	52	43
peak_1180	4	166139	166437	.	299	14	102	174	11	26	34
peak_1181	4	246836	247074	.	239	8	79	136	4	18	14
peak_1182	4	285591	285986	.	396	73	247	311	3	20	39
peak_1183	4	297353	297544	.	192	10	75	76	7	20	19
peak_1184	4	299102	299356	.	255	3	84	100	2	25	29
peak_1185	4	357312	357519	.	208	30	119	98	3	10	17
peak_1186	4	459477	459763	.	287	28	124	127	1	14	16
peak_1187	4	484406	485112	.	707	159	324	301	11	48	48
peak_1188	4	513086	513136	.	51	10	25	28	1	4	5
peak_1189	4	526442	526767	.	326	20	138	128	4	30	27
peak_1190	4	534935	535280	.	346	39	170	244	5	23	23
peak_1191	4	659316	659709	.	394	247	200	119	7	38	27
peak_1192	4	723844	724142	.	299	50	154	154	5	29	25
peak_1193	4	843472	843835	.	364	50	165	187	3	35	34
peak_1194	4	879725	879932	.	208	16	66	74	1	12	12
peak_1195	4	1025195	1025438	.	244	358	685	837	102	448	395
peak_1196	4	1338524	1338787	.	264	31	64	149	1	14	16
peak_1197	4	1408081	1408270	.	190	12	95	125	2	15	20
peak_1198	4	1572081	1572361	.	281	23	97	118	3	14	20
peak_1199	4	1579802	1580116	.	315	34	166	172	2	16	29
peak_1200	4	1595622	1595853	.	232	72	85	40	7	15	14
peak_1201	4	1931758	1932031	.	274	4	84	130	5	21	25
peak_1202	4	2297323	2297654	.	332	45	50	42	6	32	23
peak_1203	4	2345739	2345986	.	248	85	49	147	5	26	32
peak_1204	4	2620313	2620825	.	513	172	563	491	11	48	36
peak_1205	4	2717964	2718262	.	299	28	107	164	0	21	32
peak_1206	4	2931380	2931580	.	201	17	30	53	9	38	50
peak_1207	4	2939020	2939028	.	9	9	9	26	4	21	41
peak_1208	4	2942127	2942507	.	381	27	47	81	12	82	99
peak_1209	4	2944565	2944734	.	170	9	24	40	10	33	58
peak_1210	4	2949621	2950387	.	767	120	286	348	63	370	450
peak_1211	4	2954777	2955356	.	580	32	86	101	14	88	115
peak_1212	4	3054211	3061350	.	7140	12491	25789	38436	11952	49121	47138
peak_1213	4	3655361	3656002	.	642	128	138	134	106	230	193
peak_1214	4	3840873	3841162	.	290	129	140	257	10	60	69
peak_1215	4	3868892	3869128	.	237	118	76	99	4	22	28
peak_1216	4	3950432	3956063	.	5632	46296	95422	127393	27975	141066	180654
peak_1217	4	3965612	3965988	.	377	412	827	1062	252	1392	1793
peak_1218	4	3966218	3969631	.	3414	3557	7610	10270	2311	11470	15386
peak_1219	4	3969709	3974397	.	4689	3489	7370	9600	2285	11419	15040
peak_1220	4	3974559	3977289	.	2731	1685	3936	5331	1174	6083	8007
peak_1221	4	3977510	3978257	.	748	1339	2886	3923	861	4505	5971
peak_1222	4	3978493	3980684	.	2192	2140	4915	6521	1477	7770	10089
peak_1223	4	3980901	3981752	.	852	527	1157	1439	385	1884	2465
peak_1224	4	3981950	3983891	.	1942	1954	4131	5604	1263	6182	8125
peak_1225	4	3984202	3987079	.	2878	2353	5182	7110	1609	8195	10637
peak_1226	4	3987196	3987695	.	500	497	1091	1638	350	1873	2380
peak_1227	4	3997990	3998419	.	430	320	667	897	219	1141	1478
peak_1228	4	3998483	4001415	.	2933	2118	4916	6473	1467	7439	9878
peak_1229	4	4001653	4002478	.	826	477	968	1392	363	1711	2160
peak_1230	4	4002651	4004294	.	1644	1098	2400	3243	770	3820	4993
peak_1231	4	4004448	4006521	.	2074	5392	12172	14744	3582	17507	23665
peak_1232	4	4006601	4007961	.	1361	912	1900	2545	541	2952	3977
peak_1233	4	4008018	4011825	.	3808	3297	6894	9350	2096	10953	14184
peak_1234	4	4070251	4070476	.	226	15	101	137	2	14	21
peak_1235	4	4547784	4548170	.	387	267	220	139	6	41	48
peak_1236	4	5203679	5204017	.	339	44	54	44	7	27	24
peak_1237	4	5360750	5361186	.	437	115	164	109	14	50	43
peak_1238	4	5628699	5628910	.	212	119	99	56	10	26	24
peak_1239	4	5741936	5742326	.	391	33	163	193	7	29	25
peak_1240	4	5975313	5975559	.	247	41	177	124	4	20	25
peak_1241	4	6100478	6100738	.	261	62	152	128	2	17	11
peak_1242	4	6217289	6217490	.	202	25	53	140	4	18	14
peak_1243	4	6333492	6333676	.	185	36	92	111	5	23	20
peak_1244	4	6578111	6578359	.	249	23	81	146	1	17	15
peak_1245	4	6746184	6746421	.	238	41	116	97	0	10	14
peak_1246	4	6903144	6903381	.	238	21	88	107	3	20	16
peak_1247	4	7004002	7004300	.	299	59	94	154	0	10	18
peak_1248	4	7146290	7146664	.	375	314	181	104	11	31	54
peak_1249	4	7263415	7263647	.	233	50	96	138	4	29	19
peak_1250	4	7298666	7298873	.	208	39	79	126	6	19	26
peak_1251	4	7354238	7354529	.	292	69	148	185	1	14	26
peak_1252	4	7360364	7360571	.	208	93	49	41	1	6	12
peak_1253	4	7369463	7369774	.	312	41	132	247	5	15	17
peak_1254	4	7658276	7658599	.	324	35	122	263	10	39	37
peak_1255	4	7663197	7663543	.	347	64	137	185	3	24	32
peak_1256	4	7686821	7687073	.	253	50	139	123	6	13	16
peak_1257	4	7865552	7865762	.	211	26	69	76	2	18	20
peak_1258	4	8001231	8001405	.	175	2	65	59	3	9	9
peak_1259	4	8429598	8429805	.	208	42	86	120	7	16	22
peak_1260	4	8434921	8435248	.	328	34	142	203	8	26	37
peak_1261	4	8632943	8633226	.	284	42	88	158	8	16	21
peak_1262	4	8637236	8637446	.	211	44	93	87	10	21	25
peak_1263	4	8985576	8986211	.	636	50	216	263	4	19	48
peak_1264	4	9030813	9031031	.	219	10	69	115	7	13	22
peak_1265	4	9052015	9052197	.	183	32	63	114	0	11	11
peak_1266	4	9108702	9109010	.	309	19	117	122	2	9	28
peak_1267	4	9157233	9157451	.	219	22	88	133	6	25	28
peak_1268	4	9255818	9256002	.	185	17	103	127	13	30	45
peak_1269	4	9295661	9296185	.	525	71	185	258	10	50	46
peak_1270	4	9301981	9302316	.	336	48	213	190	14	28	41
peak_1271	4	9376478	9376715	.	238	24	119	135	4	17	17
peak_1272	4	9443259	9443476	.	218	12	76	85	6	16	23
peak_1273	4	9599964	9600196	.	233	25	87	119	5	23	23
peak_1274	4	9665000	9665279	.	280	21	78	127	5	15	31
peak_1275	4	9680936	9681300	.	365	83	202	240	9	31	44
peak_1276	4	9779821	9780165	.	345	71	188	262	19	43	52
peak_1277	4	9836653	9836888	.	236	23	104	160	4	17	30
peak_1278	4	9847727	9847970	.	244	18	125	105	1	8	22
peak_1279	4	9869888	9870248	.	361	68	88	93	4	43	39
peak_1280	4	9873670	9873814	.	145	17	49	51	3	14	12
peak_1281	4	9904384	9904689	.	306	24	156	178	0	25	39
peak_1282	4	9930122	9930355	.	234	36	83	125	4	15	23
peak_1283	4	9969002	9969379	.	378	58	59	103	5	23	24
peak_1284	4	10000257	10000470	.	214	12	60	97	2	18	21
peak_1285	4	10049417	10049601	.	185	17	106	121	1	11	7
peak_1286	4	10167216	10167518	.	303	38	109	162	5	18	27
peak_1287	4	10255611	10255858	.	248	31	99	176	2	18	11
peak_1288	4	10291580	10291989	.	410	72	251	259	7	27	41
peak_1289	4	10326220	10326558	.	339	41	188	187	1	38	32
peak_1290	4	10352050	10352254	.	205	16	94	71	5	17	19
peak_1291	4	10398322	10398469	.	148	22	71	111	7	26	17
peak_1292	4	10421270	10421511	.	242	25	121	131	1	14	23
